Source,Main Measure,Detailed Measure,Region,Age,Race,Gender,Units,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060
OFM 2022,Population,Total Population,Kitsap County,Ages 10-14,All Races,Female,Thousands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.614,7.669,7.724,7.836,7.949,8.061,8.078,8.095,8.113,8.13,8.147,8.317,8.487,8.656,8.826,8.996,9.028,9.061,9.093,9.126,9.158,9.248,9.338,9.429,9.519,9.609,9.7,9.79,9.881,9.971,10.062,,,,,,,,,,
OFM 2022,Population,Total Population,Kitsap County,Ages 15-19,All Races,Female,Thousands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.236,7.183,7.13,7.239,7.348,7.457,7.549,7.64,7.732,7.823,7.915,7.937,7.959,7.98,8.002,8.024,8.18,8.336,8.492,8.648,8.804,8.835,8.865,8.896,8.926,8.957,9.032,9.107,9.183,9.258,9.333,,,,,,,,,,
OFM 2022,Population,Total Population,Kitsap County,Ages 20-24,All Races,Female,Thousands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.532,7.436,7.34,7.674,8.008,8.342,8.352,8.362,8.373,8.383,8.393,8.476,8.559,8.642,8.725,8.808,8.826,8.844,8.861,8.879,8.897,9.049,9.201,9.352,9.504,9.656,9.687,9.718,9.75,9.781,9.812,,,,,,,,,,
OFM 2022,Population,Total Population,Kitsap County,Ages 25-29,All Races,Female,Thousands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.595,8.4295,8.264,8.068,7.871,7.675,7.817,7.959,8.101,8.243,8.385,8.386,8.388,8.389,8.391,8.392,8.487,8.582,8.676,8.771,8.866,8.883,8.9,8.916,8.933,8.95,9.122,9.294,9.465,9.637,9.809,,,,,,,,,,
OFM 2022,Population,Total Population,Kitsap County,Ages 30-34,All Races,Female,Thousands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.485,8.6385,8.792,8.566,8.341,8.115,7.919,7.723,7.527,7.331,7.135,7.274,7.413,7.552,7.691,7.83,7.849,7.868,7.887,7.906,7.925,8.025,8.125,8.226,8.326,8.426,8.425,8.424,8.423,8.422,8.421,,,,,,,,,,
OFM 2022,Population,Total Population,Kitsap County,Ages 35-39,All Races,Female,Thousands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.484,8.67,8.856,8.827,8.798,8.769,8.698,8.628,8.557,8.487,8.416,8.215,8.014,7.812,7.611,7.41,7.563,7.716,7.868,8.021,8.174,8.192,8.211,8.229,8.248,8.266,8.355,8.444,8.532,8.621,8.71,,,,,,,,,,
OFM 2022,Population,Total Population,Kitsap County,Ages 40-44,All Races,Female,Thousands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.819,8.082,8.345,8.443,8.541,8.639,8.707,8.776,8.844,8.913,8.981,8.911,8.841,8.772,8.702,8.632,8.424,8.215,8.007,7.798,7.59,7.748,7.906,8.063,8.221,8.379,8.388,8.396,8.405,8.413,8.422,,,,,,,,,,
OFM 2022,Population,Total Population,Kitsap County,Ages 45-49,All Races,Female,Thousands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.56,7.654,7.748,7.792,7.836,7.88,8.053,8.226,8.398,8.571,8.744,8.818,8.893,8.967,9.042,9.116,9.048,8.981,8.913,8.846,8.778,8.558,8.338,8.119,7.899,7.679,7.831,7.983,8.135,8.287,8.439,,,,,,,,,,
OFM 2022,Population,Total Population,Kitsap County,Ages 50-54,All Races,Female,Thousands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.482,8.342,8.202,7.994,7.786,7.578,7.652,7.725,7.799,7.872,7.946,8.125,8.303,8.482,8.66,8.839,8.918,8.996,9.075,9.153,9.232,9.156,9.081,9.005,8.93,8.854,8.623,8.393,8.162,7.932,7.701,,,,,,,,,,
OFM 2022,Population,Total Population,Kitsap County,Ages 55-59,All Races,Female,Thousands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.837,9.6295,9.422,9.098,8.775,8.451,8.279,8.107,7.934,7.762,7.59,7.668,7.746,7.825,7.903,7.981,8.164,8.347,8.531,8.714,8.897,8.972,9.047,9.123,9.198,9.273,9.192,9.11,9.029,8.947,8.866,,,,,,,,,,
OFM 2022,Population,Total Population,Kitsap County,Ages 60-64,All Races,Female,Thousands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.211,10.313,10.415,10.215,10.015,9.815,9.55,9.284,9.019,8.753,8.488,8.324,8.159,7.995,7.83,7.666,7.748,7.829,7.911,7.992,8.074,8.256,8.437,8.619,8.8,8.982,9.056,9.131,9.205,9.28,9.354,,,,,,,,,,
OFM 2022,Population,Total Population,Kitsap County,Ages 65-69,All Races,Female,Thousands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.202,9.4055,9.609,9.834,10.06,10.285,10.22,10.156,10.091,10.027,9.962,9.699,9.437,9.174,8.912,8.649,8.482,8.316,8.149,7.983,7.816,7.902,7.987,8.073,8.158,8.244,8.425,8.606,8.787,8.968,9.149,,,,,,,,,,
OFM 2022,Population,Total Population,Kitsap County,Ages 70-74,All Races,Female,Thousands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.761,8.032,8.303,8.52,8.737,8.954,9.204,9.453,9.703,9.952,10.202,10.142,10.081,10.021,9.96,9.9,9.641,9.382,9.124,8.865,8.606,8.442,8.279,8.115,7.952,7.788,7.874,7.959,8.045,8.13,8.216,,,,,,,,,,
OFM 2022,Population,Total Population,Kitsap County,Ages 75-79,All Races,Female,Thousands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.064,5.5475,6.031,6.369,6.708,7.046,7.297,7.548,7.799,8.05,8.301,8.551,8.801,9.05,9.3,9.55,9.489,9.427,9.366,9.304,9.243,9.001,8.759,8.517,8.275,8.033,7.88,7.727,7.573,7.42,7.267,,,,,,,,,,
OFM 2022,Population,Total Population,Kitsap County,Ages 80-84,All Races,Female,Thousands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.981,3.2655,3.55,3.778,4.007,4.235,4.604,4.973,5.342,5.711,6.08,6.307,6.533,6.76,6.986,7.213,7.444,7.676,7.907,8.139,8.37,8.312,8.253,8.195,8.136,8.078,7.869,7.659,7.45,7.24,7.031,,,,,,,,,,
OFM 2022,Population,Total Population,Kitsap County,Ages 85+,All Races,Female,Thousands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.499,3.6215,3.744,3.724,3.703,3.683,3.959,4.235,4.51,4.786,5.062,5.501,5.94,6.38,6.819,7.258,7.7,8.141,8.583,9.024,9.466,9.931,10.395,10.86,11.324,11.789,12.056,12.323,12.59,12.857,13.124,,,,,,,,,,
OFM 2022,Population,Total Population,Kitsap County,All Ages (0-100),All Races,Female,Thousands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135.462,137.0045,138.547,139.336,140.126,140.915,142.045,143.175,144.306,145.436,146.566,147.581,148.596,149.611,150.626,151.641,152.558,153.474,154.391,155.307,156.224,157.047,157.87,158.694,159.517,160.34,161.085,161.83,162.576,163.321,164.066,,,,,,,,,,
OFM 2022,Population,Total Population,Pierce County,Ages 0-4,All Races,Total,Thousands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.973,57.833,57.693,56.63,55.568,54.505,54.599,54.693,54.788,54.882,54.976,55.07,55.164,55.259,55.353,55.447,55.85,56.254,56.657,57.061,57.464,57.913,58.361,58.81,59.258,59.707,59.943,60.179,60.414,60.65,60.886,,,,,,,,,,
OFM 2022,Population,Total Population,Pierce County,Ages 5-9,All Races,Total,Thousands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.297,61.1675,61.038,61.337,61.637,61.936,61.178,60.42,59.661,58.903,58.145,58.299,58.453,58.607,58.761,58.915,59.035,59.155,59.274,59.394,59.514,59.934,60.354,60.774,61.194,61.614,62.093,62.572,63.051,63.53,64.009,,,,,,,,,,
OFM 2022,Population,Total Population,Pierce County,Ages 10-14,All Races,Total,Thousands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.568,61.216,61.864,62.925,63.985,65.046,65.207,65.369,65.53,65.692,65.853,65.098,64.342,63.587,62.831,62.076,62.252,62.428,62.605,62.781,62.957,63.07,63.184,63.297,63.411,63.524,63.983,64.442,64.9,65.359,65.818,,,,,,,,,,
OFM 2022,Population,Total Population,Pierce County,Ages 15-19,All Races,Total,Thousands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.688,55.1625,55.637,57.373,59.108,60.844,61.77,62.695,63.621,64.546,65.472,65.687,65.903,66.118,66.334,66.549,65.811,65.073,64.334,63.596,62.858,63.047,63.237,63.426,63.616,63.805,63.941,64.077,64.213,64.349,64.485,,,,,,,,,,
OFM 2022,Population,Total Population,Pierce County,Ages 20-24,All Races,Total,Thousands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.738,60.337,59.936,57.502,55.068,52.634,53.65,54.666,55.683,56.699,57.715,58.628,59.541,60.455,61.368,62.281,62.488,62.694,62.901,63.107,63.314,62.716,62.118,61.519,60.921,60.323,60.536,60.75,60.963,61.177,61.39,,,,,,,,,,
OFM 2022,Population,Total Population,Pierce County,Ages 25-29,All Races,Total,Thousands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.931,69.608,69.285,68.241,67.197,66.153,64.06,61.967,59.873,57.78,55.687,56.733,57.779,58.825,59.871,60.917,61.939,62.96,63.982,65.003,66.025,66.25,66.475,66.701,66.926,67.151,66.481,65.811,65.141,64.471,63.801,,,,,,,,,,
OFM 2022,Population,Total Population,Pierce County,Ages 30-34,All Races,Total,Thousands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.811,68.8465,69.882,71.728,73.573,75.419,74.62,73.822,73.023,72.225,71.426,69.251,67.076,64.902,62.727,60.552,61.753,62.953,64.154,65.354,66.555,67.656,68.757,69.857,70.958,72.059,72.291,72.524,72.756,72.989,73.221,,,,,,,,,,
OFM 2022,Population,Total Population,Pierce County,Ages 35-39,All Races,Total,Thousands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.801,67.6395,68.478,69.418,70.357,71.297,72.951,74.605,76.259,77.913,79.567,78.766,77.965,77.163,76.362,75.561,73.307,71.053,68.799,66.545,64.291,65.588,66.886,68.183,69.481,70.778,71.94,73.101,74.263,75.424,76.586,,,,,,,,,,
OFM 2022,Population,Total Population,Pierce County,Ages 40-44,All Races,Total,Thousands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.736,60.463,62.19,64.368,66.545,68.723,69.732,70.74,71.749,72.757,73.766,75.549,77.331,79.114,80.896,82.679,81.817,80.955,80.093,79.231,78.369,76.046,73.723,71.4,69.077,66.754,68.135,69.516,70.898,72.279,73.66,,,,,,,,,,
OFM 2022,Population,Total Population,Pierce County,Ages 45-49,All Races,Total,Thousands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.465,55.7515,56.038,57.257,58.476,59.695,61.815,63.935,66.055,68.175,70.295,71.396,72.498,73.599,74.701,75.802,77.643,79.484,81.325,83.166,85.007,84.077,83.147,82.216,81.286,80.356,77.997,75.639,73.28,70.922,68.563,,,,,,,,,,
OFM 2022,Population,Total Population,Pierce County,Ages 50-54,All Races,Total,Thousands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.845,56.354,55.863,55.794,55.726,55.657,56.592,57.527,58.462,59.397,60.332,62.536,64.741,66.945,69.15,71.354,72.501,73.647,74.794,75.94,77.087,78.956,80.825,82.695,84.564,86.433,85.461,84.489,83.516,82.544,81.572,,,,,,,,,,
OFM 2022,Population,Total Population,Pierce County,Ages 55-59,All Races,Total,Thousands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.411,58.6195,57.828,57.135,56.443,55.75,55.615,55.48,55.345,55.21,55.075,56.052,57.028,58.005,58.981,59.958,62.181,64.403,66.626,68.848,71.071,72.234,73.397,74.561,75.724,76.887,78.762,80.637,82.513,84.388,86.263,,,,,,,,,,
OFM 2022,Population,Total Population,Pierce County,Ages 60-64,All Races,Total,Thousands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.697,57.1305,57.564,57.528,57.491,57.455,56.868,56.281,55.693,55.106,54.519,54.442,54.365,54.288,54.211,54.134,55.135,56.136,57.136,58.137,59.138,61.363,63.588,65.813,68.038,70.263,71.445,72.628,73.81,74.993,76.175,,,,,,,,,,
OFM 2022,Population,Total Population,Pierce County,Ages 65-69,All Races,Total,Thousands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.392,47.8975,49.403,51.062,52.72,54.379,54.659,54.939,55.218,55.498,55.778,55.268,54.759,54.249,53.74,53.23,53.193,53.156,53.119,53.082,53.045,54.066,55.087,56.107,57.128,58.149,60.379,62.609,64.838,67.068,69.298,,,,,,,,,,
OFM 2022,Population,Total Population,Pierce County,Ages 70-74,All Races,Total,Thousands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.11,37.5715,39.033,40.336,41.639,42.942,44.639,46.336,48.034,49.731,51.428,51.722,52.016,52.311,52.605,52.899,52.459,52.019,51.578,51.138,50.698,50.697,50.696,50.696,50.695,50.694,51.721,52.749,53.776,54.804,55.831,,,,,,,,,,
OFM 2022,Population,Total Population,Pierce County,Ages 75-79,All Races,Total,Thousands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.352,24.96,26.568,28.186,29.805,31.423,32.829,34.235,35.64,37.046,38.452,40.068,41.683,43.299,44.914,46.53,46.791,47.052,47.314,47.575,47.836,47.473,47.11,46.748,46.385,46.022,46.061,46.1,46.139,46.178,46.217,,,,,,,,,,
OFM 2022,Population,Total Population,Pierce County,Ages 80-84,All Races,Total,Thousands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.873,14.578,15.283,16.396,17.51,18.623,20.115,21.608,23.1,24.593,26.085,27.328,28.571,29.814,31.057,32.3,33.745,35.189,36.634,38.078,39.523,39.714,39.905,40.095,40.286,40.477,40.229,39.982,39.734,39.487,39.239,,,,,,,,,,
OFM 2022,Population,Total Population,Pierce County,Ages 85+,All Races,Total,Thousands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.707,13.763,13.819,14.238,14.658,15.077,16.226,17.376,18.525,19.675,20.824,22.576,24.328,26.08,27.832,29.584,31.529,33.475,35.42,37.366,39.311,41.6,43.889,46.177,48.466,50.755,52.43,54.105,55.781,57.456,59.131,,,,,,,,,,
OFM 2022,Population,Total Population,Pierce County,All Ages (0-100),All Races,Total,Thousands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,920.393,928.8965,937.4,947.453,957.505,967.558,977.125,986.693,996.26,1005.828,1015.395,1024.47,1033.544,1042.619,1051.693,1060.768,1069.427,1078.086,1086.745,1095.404,1104.063,1112.401,1120.738,1129.076,1137.413,1145.751,1153.83,1161.909,1169.987,1178.066,1186.145,,,,,,,,,,
OFM 2022,Population,Total Population,Pierce County,Ages 0-4,All Races,Male,Thousands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.861,29.7505,29.64,29.05,28.459,27.869,27.921,27.973,28.024,28.076,28.128,28.178,28.228,28.278,28.328,28.378,28.584,28.79,28.995,29.201,29.407,29.636,29.865,30.093,30.322,30.551,30.671,30.791,30.912,31.032,31.152,,,,,,,,,,
OFM 2022,Population,Total Population,Pierce County,Ages 5-9,All Races,Male,Thousands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.407,31.36,31.313,31.504,31.694,31.885,31.455,31.025,30.594,30.164,29.734,29.817,29.9,29.984,30.067,30.15,30.211,30.272,30.333,30.394,30.455,30.669,30.883,31.097,31.311,31.525,31.769,32.013,32.257,32.501,32.745,,,,,,,,,,
OFM 2022,Population,Total Population,Pierce County,Ages 10-14,All Races,Male,Thousands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.963,31.314,31.665,32.217,32.769,33.321,33.439,33.557,33.674,33.792,33.91,33.479,33.049,32.618,32.188,31.757,31.85,31.944,32.037,32.131,32.224,32.282,32.339,32.397,32.454,32.512,32.744,32.977,33.209,33.442,33.674,,,,,,,,,,
OFM 2022,Population,Total Population,Pierce County,Ages 15-19,All Races,Male,Thousands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.191,28.373,28.555,29.575,30.594,31.614,32.112,32.611,33.109,33.608,34.106,34.254,34.402,34.549,34.697,34.845,34.415,33.985,33.554,33.124,32.694,32.794,32.894,32.993,33.093,33.193,33.264,33.335,33.405,33.476,33.547,,,,,,,,,,
OFM 2022,Population,Total Population,Pierce County,Ages 20-24,All Races,Male,Thousands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.52,32.048,31.576,30.438,29.3,28.162,28.732,29.301,29.871,30.44,31.01,31.487,31.964,32.44,32.917,33.394,33.524,33.655,33.785,33.916,34.046,33.704,33.362,33.021,32.679,32.337,32.466,32.594,32.723,32.851,32.98,,,,,,,,,,
OFM 2022,Population,Total Population,Pierce County,Ages 25-29,All Races,Male,Thousands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.762,35.6735,35.585,35.078,34.571,34.064,32.922,31.779,30.637,29.494,28.352,28.945,29.539,30.132,30.726,31.319,31.855,32.391,32.926,33.462,33.998,34.146,34.294,34.441,34.589,34.737,34.354,33.971,33.589,33.206,32.823,,,,,,,,,,
OFM 2022,Population,Total Population,Pierce County,Ages 30-34,All Races,Male,Thousands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.698,34.272,34.846,35.948,37.049,38.151,37.801,37.451,37.101,36.751,36.401,35.193,33.984,32.776,31.567,30.359,31.046,31.733,32.42,33.107,33.794,34.377,34.96,35.543,36.126,36.709,36.866,37.023,37.179,37.336,37.493,,,,,,,,,,
OFM 2022,Population,Total Population,Pierce County,Ages 35-39,All Races,Male,Thousands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.09,33.522,33.954,34.407,34.861,35.314,36.282,37.251,38.219,39.188,40.156,39.81,39.464,39.119,38.773,38.427,37.168,35.909,34.649,33.39,32.131,32.87,33.609,34.348,35.087,35.826,36.441,37.057,37.672,38.288,38.903,,,,,,,,,,
OFM 2022,Population,Total Population,Pierce County,Ages 40-44,All Races,Male,Thousands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.214,30.02,30.826,31.865,32.904,33.943,34.449,34.954,35.46,35.965,36.471,37.511,38.55,39.59,40.629,41.669,41.293,40.918,40.542,40.167,39.791,38.491,37.192,35.892,34.593,33.293,34.076,34.859,35.641,36.424,37.207,,,,,,,,,,
OFM 2022,Population,Total Population,Pierce County,Ages 45-49,All Races,Male,Thousands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.761,27.847,27.933,28.497,29.061,29.625,30.638,31.652,32.665,33.679,34.692,35.247,35.802,36.357,36.912,37.467,38.537,39.606,40.676,41.745,42.815,42.408,42.001,41.595,41.188,40.781,39.459,38.137,36.816,35.494,34.172,,,,,,,,,,
OFM 2022,Population,Total Population,Pierce County,Ages 50-54,All Races,Male,Thousands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.273,28.0515,27.83,27.808,27.785,27.763,28.19,28.617,29.043,29.47,29.897,30.954,32.01,33.067,34.123,35.18,35.755,36.329,36.904,37.478,38.053,39.138,40.223,41.308,42.393,43.478,43.054,42.629,42.205,41.78,41.356,,,,,,,,,,
OFM 2022,Population,Total Population,Pierce County,Ages 55-59,All Races,Male,Thousands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.496,29.0625,28.629,28.265,27.902,27.538,27.502,27.466,27.429,27.393,27.357,27.805,28.252,28.7,29.147,29.595,30.657,31.719,32.782,33.844,34.906,35.491,36.076,36.661,37.246,37.831,38.918,40.005,41.093,42.18,43.267,,,,,,,,,,
OFM 2022,Population,Total Population,Pierce County,Ages 60-64,All Races,Male,Thousands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.64,27.896,28.152,28.177,28.202,28.227,27.927,27.628,27.328,27.029,26.729,26.723,26.716,26.71,26.703,26.697,27.157,27.617,28.078,28.538,28.998,30.059,31.12,32.181,33.242,34.303,34.896,35.49,36.083,36.677,37.27,,,,,,,,,,
OFM 2022,Population,Total Population,Pierce County,Ages 65-69,All Races,Male,Thousands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.795,22.569,23.343,24.281,25.218,26.156,26.355,26.554,26.754,26.953,27.152,26.893,26.635,26.376,26.118,25.859,25.877,25.894,25.912,25.929,25.947,26.416,26.886,27.355,27.825,28.294,29.355,30.416,31.476,32.537,33.598,,,,,,,,,,
OFM 2022,Population,Total Population,Pierce County,Ages 70-74,All Races,Male,Thousands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.921,17.5325,18.144,18.702,19.26,19.818,20.754,21.69,22.625,23.561,24.497,24.7,24.903,25.107,25.31,25.513,25.289,25.065,24.841,24.617,24.393,24.433,24.474,24.514,24.555,24.595,25.07,25.545,26.02,26.495,26.97,,,,,,,,,,
OFM 2022,Population,Total Population,Pierce County,Ages 75-79,All Races,Male,Thousands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.579,11.3625,12.146,12.888,13.629,14.371,14.99,15.61,16.229,16.849,17.468,18.358,19.248,20.138,21.028,21.918,22.09,22.262,22.434,22.606,22.778,22.592,22.406,22.219,22.033,21.847,21.919,21.991,22.062,22.134,22.206,,,,,,,,,,
OFM 2022,Population,Total Population,Pierce County,Ages 80-84,All Races,Male,Thousands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.916,6.2775,6.639,7.133,7.626,8.12,8.826,9.532,10.238,10.944,11.65,12.19,12.73,13.269,13.809,14.349,15.143,15.937,16.731,17.525,18.319,18.44,18.56,18.681,18.801,18.922,18.797,18.672,18.547,18.422,18.297,,,,,,,,,,
OFM 2022,Population,Total Population,Pierce County,Ages 85+,All Races,Male,Thousands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.998,5.0475,5.097,5.292,5.486,5.681,6.212,6.742,7.273,7.803,8.334,9.146,9.958,10.769,11.581,12.393,13.268,14.143,15.017,15.892,16.767,17.913,19.06,20.206,21.353,22.499,23.363,24.227,25.092,25.956,26.82,,,,,,,,,,
OFM 2022,Population,Total Population,Pierce County,All Ages (0-100),All Races,Male,Thousands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,458.084,461.9795,465.875,471.124,476.373,481.622,486.506,491.391,496.275,501.16,506.044,510.689,515.334,519.979,524.624,529.269,533.718,538.168,542.617,547.067,551.516,555.859,560.203,564.546,568.89,573.233,577.482,581.732,585.981,590.231,594.48,,,,,,,,,,
OFM 2022,Population,Total Population,Pierce County,Ages 0-4,All Races,Female,Thousands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.112,28.0825,28.053,27.581,27.108,26.636,26.678,26.721,26.763,26.806,26.848,26.892,26.936,26.981,27.025,27.069,27.267,27.464,27.662,27.859,28.057,28.277,28.497,28.716,28.936,29.156,29.272,29.387,29.503,29.618,29.734,,,,,,,,,,
OFM 2022,Population,Total Population,Pierce County,Ages 5-9,All Races,Female,Thousands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.89,29.8075,29.725,29.834,29.942,30.051,29.723,29.395,29.067,28.739,28.411,28.482,28.553,28.623,28.694,28.765,28.824,28.883,28.941,29,29.059,29.265,29.471,29.677,29.883,30.089,30.324,30.559,30.794,31.029,31.264,,,,,,,,,,
OFM 2022,Population,Total Population,Pierce County,Ages 10-14,All Races,Female,Thousands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.605,29.9015,30.198,30.707,31.216,31.725,31.769,31.812,31.856,31.899,31.943,31.618,31.293,30.969,30.644,30.319,30.402,30.485,30.567,30.65,30.733,30.789,30.845,30.9,30.956,31.012,31.238,31.465,31.691,31.918,32.144,,,,,,,,,,
OFM 2022,Population,Total Population,Pierce County,Ages 15-19,All Races,Female,Thousands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.497,26.7895,27.082,27.798,28.514,29.23,29.657,30.084,30.512,30.939,31.366,31.434,31.501,31.569,31.636,31.704,31.396,31.088,30.78,30.472,30.164,30.254,30.343,30.433,30.522,30.612,30.677,30.742,30.808,30.873,30.938,,,,,,,,,,
OFM 2022,Population,Total Population,Pierce County,Ages 20-24,All Races,Female,Thousands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.218,28.289,28.36,27.064,25.768,24.472,24.919,25.365,25.812,26.258,26.705,27.141,27.578,28.014,28.451,28.887,28.963,29.039,29.116,29.192,29.268,29.012,28.755,28.499,28.242,27.986,28.071,28.156,28.24,28.325,28.41,,,,,,,,,,
OFM 2022,Population,Total Population,Pierce County,Ages 25-29,All Races,Female,Thousands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.169,33.9345,33.7,33.163,32.626,32.089,31.138,30.187,29.237,28.286,27.335,27.788,28.24,28.693,29.145,29.598,30.084,30.57,31.055,31.541,32.027,32.104,32.182,32.259,32.337,32.414,32.127,31.84,31.552,31.265,30.978,,,,,,,,,,
OFM 2022,Population,Total Population,Pierce County,Ages 30-34,All Races,Female,Thousands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.113,34.5745,35.036,35.78,36.524,37.268,36.819,36.371,35.922,35.474,35.025,34.059,33.092,32.126,31.159,30.193,30.707,31.22,31.734,32.247,32.761,33.279,33.797,34.314,34.832,35.35,35.426,35.501,35.577,35.652,35.728,,,,,,,,,,
OFM 2022,Population,Total Population,Pierce County,Ages 35-39,All Races,Female,Thousands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.711,34.117,34.523,35.01,35.496,35.983,36.669,37.354,38.04,38.725,39.411,38.956,38.5,38.045,37.589,37.134,36.139,35.144,34.15,33.155,32.16,32.718,33.277,33.835,34.394,34.952,35.498,36.044,36.591,37.137,37.683,,,,,,,,,,
